Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_formattedAddress,location_crossStreet,location_neighborhood,id,location_postalCode,location_city,location_state,location_country,Venue_Category_Real,categories_name,categories_pluralName,cluster_label
"Sector 11, 12, 14, 15, 16, 24, 25 Gurugram",Sector 15 - Gurugram,Hotel,Greenr,28.461388,77.04998,,Gurugram 122022,,Gurugram 122022,5b60516f75dcb7002cdc0c27,122022,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,0
Delhi Cantonment,,Hotel,Pluck,28.5540869,77.1236177,Pullman Hotel,Pullman Hotel,,Delhi Cantt,58a910f8a370b94d5a371816,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,14
Vasant Kunj,Vasant Vihar-1 ,Caf�,Greenr Cafe,28.557888,77.164546,SMR House,SMR House (Vasant Vihar),Vasant Vihar,Vasant Vihar-1,5c0a1ea45a2c91002c72a9c1,110057,New Delhi,Delhi,India,Café,Café,Cafés,25
Aliganj ,Defence Colony,Restaurant,Sagar Ratna,28.57283888,77.23060369,Defence Colony,Defence Colony,,Defence Colony,4c4e4a9afa9d9521593a400a,,New Delhi,Delhi,India,Indian,Indian Restaurant,Indian Restaurants,33
Gurgaon Road ,Gurgaon Road ,Caf�,FabCafé,28.552205,77.122001,Worldmark 3,Worldmark 3,,Gurgaon Road,5c0209e3d1a402002c98d8de,110037,New Delhi,Delhi,India,Café,Café,Cafés,14
Sarojini Nagar,,Hotel,Shraman,28.59738412,77.19573481,"Ground Floor, The Ashoka Hotel","Ground Floor, The Ashoka Hotel",,"Ground Floor, The Ashoka Hotel",5034ea8be4b0796bb6a0f8e2,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,38
Sagarpur / Rohini,,Hotel,punjabi zaika,28.68215711,77.14473862,,India,,New Delhi,4f786100e4b067aa3068d27a,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,11
Saket,,Hotel,HOTEL SARAVANA BHAVAN,28.529399,77.219268,Select City Mall,Select City Mall (Saket),Saket,Saket,553e038e498e839c58033ed9,,New Delhi,Delhi,India,South Indian,South Indian Restaurant,South Indian Restaurants,23
Gurgaon Road ,,Hotel,Sagar ratna,28.47954703,77.08029952,DT Mall,DT Mall (M.G Road),M.G Road,M.G Road,4bf3a4a1706e20a17b6da898,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,7
Connaught Place,Baroda House ,Hotel,Kulcha Junction,28.626938,77.211575,,New Delhi 110001,,Baroda House,5968817231fd14352f2648d0,110001,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,13
Vasant Kunj,Vasant Vihar-1 ,Hotel,Chayos,28.542305,77.15595,Promenade Vasant Kunj,Promenade Vasant Kunj,,Vasant Vihar-1,58d540ff158b966b155635a2,110057,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,25
Saket,Shahpur Jat,Hotel,"Greenr, Store & Cafe",28.548536,77.21355,,India,,New Delhi,57230ac2498e94344143c6cc,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,2
Connaught Place,Baratooti ,Hotel,Bikanerwala,28.65667359,77.22512066,Chandni Chowk,Chandni Chowk,,Hauz Qazi,4f787bb0e4b06336488d45b6,110006,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,21
Aliganj ,Aliganj ,Caf�,Latitude 28,28.59958792,77.22641171,"2nd Flr., 9, Khan Market","2nd Flr., 9, Khan Market",,Delhi High Court,4bcd54a4511f95212b8ab4c7,110003,New Delhi,Delhi,India,Café,Café,Cafés,26
Connaught Place,Baroda House ,Hotel,HOTEL SARAVANA BHAVAN,28.62704115,77.21951363,"46, Janpath","46, Janpath (Opp. Janpath Market)",Opp. Janpath Market,Baroda House,4c91f42fae96a0932d79a746,110001,New Delhi,Delhi,India,South Indian,South Indian Restaurant,South Indian Restaurants,13
Sarojini Nagar,Hauz Khas,Hotel,Wah Ji Wah,28.54359254,77.20896889,Malviya Nagar,Malviya Nagar,,Malviya Nagar,4e6f98d31838a9b627b8315d,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,2
Connaught Place,Daryaganj,Hotel,Lottan Chole Kulche,28.64231529,77.24301584,,India,,New Delhi,50b9b3b9e4b0f99bbe1665f2,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,21
Sagarpur / Rohini,,Hotel,Mohan Leela Banquet,28.70119899,77.16211797,"Wazirpur Industrial Area, New Delhi, Delhi","Wazirpur Industrial Area, New Delhi, Delhi",,"Wazirpur Industrial Area, New Delhi, Delhi",4eb95f416da1df9ffc23d2c1,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,11
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Hotel,Govinda's,28.586789,77.350248,Iskon,Iskon,,Iskon,4d3d25a644f5a0933ebad2bb,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,16
Rajouri Garden,Moti Nagar,Hotel,Haldiram's,28.66633602,77.14656992,"Food Court, Moments Mall","Food Court, Moments Mall (Kirti Nagar)",Kirti Nagar,Kirti Nagar,4caf36a939458cfa9e80f89f,,New Delhi,Delhi,India,Vegetarian / Vegan,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,27
Baroda House / paharganj,,Entertainment,Ramlila Maidan,28.6413198,77.23053217,Near New Delhi Metro Station,Near New Delhi Metro Station,,Near New Delhi Metro Station,4e4e2d00ae6051db8db96091,,New Delhi,Delhi,India,Theme Park,Theme Park,Theme Parks,13
Rajouri Garden,,Movie Theater,Wave Cinemas,28.65190932,77.120837,TDI Mall,"TDI Mall (Shivaji place, Tagore Garden Extension)","Shivaji place, Tagore Garden Extension","Shivaji place, Tagore Garden Extension",4bd51c705631c9b64ab7a330,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,27
Rajouri Garden,Bali Nagar,Movie Theater,Fun Cinema,28.65684247,77.13922771,moti nagar,moti nagar,,moti nagar,4d6e54b924b56ea84a90fefb,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,27
Rajpath,,Business,India Gate | ?????? ??? (India Gate),28.61279643,77.22920738,India Gate C-Hexagon,India Gate C-Hexagon (Rajpath),Rajpath,Rajpath,4b5eeab3f964a520ca9d29e3,,New Delhi,Delhi,India,Landmark,Monument / Landmark,Monuments / Landmarks,26
Green Park,Green Park Market ,Art,Essex Farms,28.54389947,77.20125433,"4, Aurobindo Marg","4, Aurobindo Marg",,Green Park Market,4c9e087d2fb1a1433308e640,110016,New Delhi,Delhi,India,Event Space,Event Space,Event Spaces,2
Gadaipur ,Gadaipur ,Business,Qutub Minar | ?????? ????? (Qutub Minar),28.52526505,77.18659305,Lado Sarai,Lado Sarai,,Gadaipur,4ba47c9bf964a520fe9f38e3,110030,New Delhi,Delhi,India,Landmark,Monument / Landmark,Monuments / Landmarks,23
Sarojini Nagar,,Entertainment,Delhi Gymkhana Club,28.59841351,77.20499377,Safdurjung road,Safdurjung road,,Safdurjung road,4b645897f964a5203aac2ae3,,New Delhi,Delhi,India,Entertainment,General Entertainment,General Entertainment,38
Aliganj ,,Business,Humayuns Tomb | ??????? ?? ????? (Humayuns Tomb),28.59319707,77.24604675,Bharat Scouts and Guides Marg,Bharat Scouts and Guides Marg,,Bharat Scouts and Guides Marg,4bf7829cb182c9b6f2f0755a,,New Delhi,Delhi,India,Landmark,Monument / Landmark,Monuments / Landmarks,26
Sarojini Nagar,,Entertainment,R K Khanna Stadium,28.56044758,77.18822716,,New Delhi,,New Delhi,4caddcf2632b37048ad06a6e,,New Delhi,Delhi,India,Stadium,Stadium,Stadiums,2
Aliganj ,Aliganj ,Entertainment,Jawaharlal Nehru Stadium,28.58310439,77.23258667,Jawaharlal Nehru Stadium,Jawaharlal Nehru Stadium (Lodi Estate),Lodi Estate,Delhi High Court,4e0b3a8d814dac5b11ca7967,110003,New Delhi,Delhi,India,Stadium,Stadium,Stadiums,26
Green Park,Green Park Market ,Market,Hauz Khas Village,28.55431076,77.1951396,Haus Khas,Haus Khas (Near Greenpark Market),Near Greenpark Market,Green Park Market,4dff63787d8bc001316c3a96,110016,New Delhi,Delhi,India,Market,Market,Markets,2
Sector 12 Noida,Noida Sector 12,Movie Theater,Spice Cinemas,28.58631409,77.34085673,"Third Floor, Spice World Mall, I-2, Sector 25A","Third Floor, Spice World Mall, I-2, Sector 25A",,"Third Floor, Spice World Mall, I-2, Sector 25A",4b88bdbcf964a5206e0b32e3,201301,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,22
Rajouri Garden,Shalamar ,Movie Theater,"MovieTime Cinema, Westgate Mall",28.65312508,77.12317496,"West Gate Mall, Rajouri Garden","West Gate Mall, Rajouri Garden",,Haiderpur,4e5e3210e4cdfc603ed747dc,110088,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,27
Rajouri Garden,D.E.S.U. Colony ,Movie Theater,Satyam Cineplex,28.6297244,77.08155851,Janakpuri Distt Centre,Janakpuri Distt Centre,,D.E.S.U. Colony,4be39c75f07b0f47ada0f843,110058,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,3
Rajouri Garden,,Movie Theater,PVR Naraina,28.63278863,77.13889499,,India,,New Delhi,4d18a577e190721e0a672321,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,27
Sagarpur / Rohini,Avantika ,Movie Theater,PVR Prashant Vihar,28.71238724,77.13594326,"2nd Floor, Fun City Mall, PVR Prashant Vihar Road","2nd Floor, Fun City Mall, PVR Prashant Vihar Road (Sector 14, Rohini)","Sector 14, Rohini",Avantika,4d29ff0d8292236acfcb27bb,110085,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,11
Sagarpur / Rohini,Avantika ,Movie Theater,M2K Cinema,28.70287086,77.11768157,Rohini,Rohini (Delhi),Delhi,Avantika,4bf6720dbb5176b004fa5ab2,110085,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,11
Rajouri Garden,Ashok Nagar ,Movie Theater,PVR Cinemas,28.63904704,77.0749374,"Community Center, Shop G1, Vikaspuri","Community Center, Shop G1, Vikaspuri",,Ashok Nagar,4e3a211c15209132ac1063e7,110018,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,3
Gurgaon Road ,,Movie Theater,PVR Cinemas,28.48095353,77.0802195,MGF Metropolitan Mall,MGF Metropolitan Mall (MG Rd.),MG Rd.,MG Rd.,4b9a58e4f964a520e2ad35e3,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,7
Saket,"Distt. Court Complex, Saket ",Market,DLF Place Saket,28.52803211,77.21689611,"Saket,","Saket, (NA)",,Distt. Court Complex  Saket   ,4b6e639ff964a52059bb2ce3,110017,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,23
Lajpat Nagar,East Of Kailash ,Movie Theater,M Cinemas,28.55906511,77.2464444,"54 Community Centre, East Of Kailash","54 Community Centre, East Of Kailash (Formerly Sapna Cinema)",Formerly Sapna Cinema,East Of Kailash,4eed61d36c25c7f9d2019a8c,110065,New Delhi,Delhi,India,Indie Movies,Indie Movie Theater,Indie Movie Theaters,33
Dwarka,,Park,Dwarka Sports Complex,28.59094023,77.05646042,Dwarka sports complex,Dwarka sports complex (Near sector 6 market),Near sector 6 market,Near sector 6 market,4cfa26cdd8468cfa7cd6eb6b,,New Delhi,Delhi,India,Playground,Playground,Playgrounds,12
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",Gurgaon Sector 56 ,Park,Tau Devi Lal Biodiversity Park,28.42974923,77.09118602,,Gurgaon 122011,,Sector 56,4fa5d26ce4b08e1f892d91f7,122011,New Delhi,Delhi,India,Park,Park,Parks,24
Saket,,Movie Theater,Saket Complex,28.5198929,77.20643561,,India,,New Delhi,4e7dec938231e88c0cc4d253,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,23
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Entertainment,Radio One 94.3 FM (Studio),28.5818893,77.32460421,Sector 4,Sector 4,,Sector 4,50403147e4b0047a40d1e44e,,New Delhi,Delhi,India,Entertainment,General Entertainment,General Entertainment,22
Saket,Shahpur Jat,Movie Theater,Prasar Bharti Doordarshan central production center,28.54791623,77.21657627,,India,,New Delhi,4f65d5d9e4b09ff9bdc327e1,,New Delhi,Delhi,India,Theater,Theater,Theaters,2
Connaught Place,Barakhamba Road,Art,Max Mueller Bhawan | ????? ?????? ???,28.62378699,77.22403419,"3, Kasturba Gandhi Marg","3, Kasturba Gandhi Marg",,"3, Kasturba Gandhi Marg",4cbdac780180721e38b7aa61,,New Delhi,Delhi,India,Performing Arts,Performing Arts Venue,Performing Arts Venues,13
Rajouri Garden,,Home,Respawn Gaming Cafe,28.64947379,77.13321091,,India,,New Delhi,4f4cb226e4b0c132f552c27e,,New Delhi,Delhi,India,Arcade,Arcade,Arcades,27
Baroda House / paharganj,,Art,Election Commission of India,28.62398908,77.21159995,Ashok Rd,Ashok Rd,,Ashok Rd,4e19f017814da5f55257107c,,New Delhi,Delhi,India,Historic Site,Historic Site,Historic Sites,13
Connaught Place,Baratooti ,Business,Red Fort | Lal Qila | ??? ????? | ??? ???? (Red Fort (Lal Qila)),28.65575893,77.2419548,Mahatma Gandhi Marg,Mahatma Gandhi Marg,,Hauz Qazi,4bf214b83506ef3b1d7abd22,110006,New Delhi,Delhi,India,Landmark,Monument / Landmark,Monuments / Landmarks,21
Sarojini Nagar,,Entertainment,Nehru Memorial Museum And Library | ????? ?????? ????????? ??? ????????? (Nehru Memorial Museum And Library),28.60300145,77.19918244,Teen Murti Road,Teen Murti Road,,Teen Murti Road,4d09df938ea0a14343e1e273,,New Delhi,Delhi,India,History Museum,History Museum,History Museums,38
Gurgaon Road ,,Home,DLF City Court,28.48300731,77.09556957,,MG Road,MG Road,MG Road,55472a81498ef7993d8c41ac,,New Delhi,Delhi,India,Arcade,Arcade,Arcades,7
Rajouri Garden,Hari Nagar ,Home,Hari Nagar Clock Tower,28.62523903,77.11100064,Hari Nagar,Hari Nagar,,Maya Puri,4c6d18d2d0869521ad9b0bea,110064,New Delhi,Delhi,India,Arcade,Arcade,Arcades,3
Gadaipur ,Gadaipur ,Art,Nature Morte,28.503974,77.184848,,New Delhi 110030,,Gadaipur,600c18e7b9c32c6d0d76faf6,110030,New Delhi,Delhi,India,Art Gallery,Art Gallery,Art Galleries,23
Dwarka,"Distt. Court Complex, Dwarka ",Movie Theater,PVR Vegas Mall,28.600941,77.030234,,New Delhi 110078,,Kakrola,5df002a83db41d000818395d,110078,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,12
Ghaziabad,,Movie Theater,US cinemas,28.647025,77.375428,,India,,New Delhi,575d94ad498e67516b193cc9,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,8
Ghaziabad,,Movie Theater,Chaudhary Cineplex,28.65337698,77.43800282,"GT Road,","GT Road,",,"GT Road,",4e0457d3d4c068446619c622,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,17
Masood Pur ,Masood Pur ,Movie Theater,Pvr Icon,28.542677,77.15553,,New Delhi 110070,,Masood Pur,5a15c68ce4c4594c8e88af25,110070,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,25
Faridabad,,Movie Theater,"SRS cinemas, Pristine mall",28.43847737,77.31547246,sector 31,sector 31,,sector 31,4ebe69618231b62f41b5c0f3,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,29
Ghaziabad,,Movie Theater,Wave cinemas,28.64473641,77.32616349,Kaushambi,Kaushambi,,Kaushambi,4ce9260afe90a35db9df460e,,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,1
Civil Lines,DR.MUKERJEE NAGAR,Movie Theater,Batra Cinema,28.71111212,77.21523449,Dr Mukherjee Nagar,Dr Mukherjee Nagar,,Dr.Mukerjee Nagar,4d2c7cb5342d6dcb1ce11fcb,110009,New Delhi,Delhi,India,Indie Movies,Indie Movie Theater,Indie Movie Theaters,20
Greater Noida,Beta II Greater Noida,Market,OMAXE CONNAUGHT PLACE MALL,28.488905,77.514997,,Greater Noida 201308,,Greater Noida 201308,5a0eeaf4112c6c185eff5bf4,201308,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,10
Rajouri Garden,D.E.S.U. Colony ,Art,Dilli Haat Janak Puri,28.62187168,77.09704758,Virender Nagar,Virender Nagar,,D.E.S.U. Colony,5390685b498ed799b4a2608e,110058,New Delhi,Delhi,India,Art Gallery,Art Gallery,Art Galleries,3
Sector 12 Noida,Noida Sector 12,Entertainment,Noida Stadium,28.58859762,77.33957918,Sector-25 A,Sector-25 A,,Sector-25 A,4e63089c1838ad3d0f11dc6b,201301,New Delhi,Delhi,India,Stadium,Stadium,Stadiums,22
Connaught Place,Baratooti ,Art,Gowri Shankar Temple,28.65622459,77.23556172,Chandni Chowk,Chandni Chowk,,Hauz Qazi,4f7da821e4b0bf87a9c50fa6,110006,New Delhi,Delhi,India,Historic Site,Historic Site,Historic Sites,21
Aliganj ,Defence Colony,Home,Defence colony flyover market,28.577555,77.23857037,,India,,New Delhi,4f5ae4eae4b05cfda42af901,,New Delhi,Delhi,India,Arcade,Arcade,Arcades,33
Connaught Place,Baroda House ,Art,Jantar Mantar,28.62773076,77.21643592,"Sansad Marg, Connaught Place","Sansad Marg, Connaught Place",,Baroda House,4befd1bdc8d920a132289430,110001,New Delhi,Delhi,India,Historic Site,Historic Site,Historic Sites,13
Sarojini Nagar,,Entertainment,Rail Museum | ??? ????????? (Rail Museum),28.58559438,77.18079766,Chanakyapuri,Chanakyapuri,,Chanakyapuri,4c148f7fb7b9c928939cab37,,New Delhi,Delhi,India,Museum,Museum,Museums,38
Sagarpur / Rohini,,Entertainment,Symphony banquet,28.68058135,77.08538038,Peeragarhi,Peeragarhi,,Peeragarhi,4f5c7962e4b01f8f4cdc619e,,New Delhi,Delhi,India,Entertainment,General Entertainment,General Entertainment,31
Arjun Nagar ,Arjun Nagar ,Home,"Wazirabad, Sec-56, Gurgaon,",28.42988618,77.09198968,"Sec-56, Gurgaon","Sec-56, Gurgaon",,"Sec-56, Gurgaon",4bc32a2b74a9a5934a1fd4f6,122001,New Delhi,Delhi,India,Arcade,Arcade,Arcades,24
Saket,"Distt. Court Complex, Saket ",Movie Theater,PVR Cinemas,28.52820177,77.21946148,"2nd Floor, Select City Walk, A-3, Press Enclave Marg, District Center, Saket","2nd Floor, Select City Walk, A-3, Press Enclave Marg, District Center, Saket (Select City Walk Mall)",Select City Walk Mall,Distt. Court Complex  Saket   ,4b5da091f964a520176429e3,110017,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,23
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Movie Theater,PVR,28.57423283,77.35355811,Logix City Center,Logix City Center,,Logix City Center,570a7b67498e2c551cbb741c,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,39
Sector 12 Noida,Noida Sector 12,Movie Theater,CARNIVAL CINEMAS,28.56801855,77.32649325,"Third Floor,","Third Floor, (Great India Place Mall, Sector 38-A)","Great India Place Mall, Sector 38-A","Great India Place Mall, Sector 38-A",4baef928f964a520bfe43be3,201301,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,22
Arjun Nagar ,Arjun Nagar ,Movie Theater,DT Cinemas,28.46150628,77.05249009,DT Star Mall,DT Star Mall (NH8),NH8,NH8,4fdc819ce4b018d07896f04a,122001,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,0
Karol Bagh,Dada Ghosh Bhawan ,Movie Theater,Satyam Cineplex,28.65016627,77.15793134,Shadipur Metro,Shadipur Metro (Patel Nagar),Patel Nagar,Dada Ghosh Bhawan,4b489866f964a520255026e3,110008,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,5
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Movie Theater,PVR Cinemas,28.47900832,77.08083154,DLF City Centre Mall,DLF City Centre Mall (Mehrauli Gurgaon Rd),Mehrauli Gurgaon Rd,Mehrauli Gurgaon Rd,4d57f45ad1a08cfa49ad09ba,,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,7
Masood Pur ,Masood Pur ,Movie Theater,PVR Director's Cut,28.54077309,77.15449924,"3rd Flr., Ambience Mall, Nelson Mandela Rd., Vasant Kunj","3rd Flr., Ambience Mall, Nelson Mandela Rd., Vasant Kunj (None)",None,Masood Pur,4f48e087e4b0291e48c90c03,110070,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,25
Greater Kailash,,Movie Theater,DT Cinemas,28.54147043,77.2398095,,GK 2,GK 2,GK 2,4f80478de4b05d42ddf28983,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,15
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Movie Theater,DT Cinemas,28.44642622,77.0795576,,India,,New Delhi,51cffb5c498e7a11529be3be,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,34
Sagarpur / Rohini,Kohat Enclave,Movie Theater,La Fearless Cinema,28.69755708,77.13540755,Jhulelal Apartment,Jhulelal Apartment,,Jhulelal Apartment,4fbf9ab7e4b050c6795f636f,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,11
Rajouri Garden,,Movie Theater,cinemax pacific mall,28.64243887,77.10638164,,India,,New Delhi,516557c2e4b0839e5042298b,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,3
Faridabad,,Movie Theater,PVR,28.436577,77.30298,,Far?d?b?d,,Far?d?b?d,4ee4893329c220f971cc5e23,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,29
Faridabad,,Movie Theater,"SRS Cinemas, Shubham Tower",28.38351168,77.31433935,,India,,New Delhi,5003f302e4b0382ba0c6d15b,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,4
Sagarpur / Rohini,Rani Bagh,Movie Theater,M2k Pitampura,28.68927667,77.13322215,Pitampura,Pitampura,,Pitampura,4ca7011644a8224b99d90840,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,11
Sarojini Nagar,Anand Niketan ,Movie Theater,Pvr Ecx Chanakya,28.58435224,77.19076664,DLF Emporio Chanakyapuri,DLF Emporio Chanakyapuri,,Anand Niketan,59c52d9accad6b5a58c314b8,110021,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,38
Sagarpur / Rohini,Avantika ,Movie Theater,"Cinepolis, Unity One Rohini",28.714867,77.11565,Unity One Mall,Unity One Mall (Rohini West Metro Station),Rohini West Metro Station,Avantika,577e46f9498e3459596bd2c8,110085,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,32
Sector 12 Noida,Noida Sector 12,Restaurant,Noida Social,28.567208,77.32057,,Noida 201301,,Noida 201301,5defaccc2d5b120007cadd00,201301,New Delhi,Delhi,India,Restaurant,Restaurant,Restaurants,22
Ghaziabad,"Indirapuram, Ghaziabad",Movie Theater,SRS Cinemas,28.63836792,77.36065304,"Aditya City Center,","Aditya City Center, (Sarojini Naidu Marg)",Sarojini Naidu Marg,Sarojini Naidu Marg,51346ce2e8893c143a3b9117,201010,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,8
Arjun Nagar ,Arjun Nagar ,Movie Theater,Pvr Imax,28.50416,77.09739,Ambience Mall,Ambience Mall (NH 8),NH 8,NH 8,5a8958e726659b534a83c3b2,122001,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,19
Ghaziabad,,Movie Theater,StarX Cinemas,28.64273078,77.340556,Sector 4,Sector 4,,Sector 4,4c8c8cbced3ab60cabf76821,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,8
Rajouri Garden,D.E.S.U. Colony ,Movie Theater,Cinepolis Janak,28.611002,77.09375,,New Delhi 110058,,D.E.S.U. Colony,5acf90302a7ab66d70afa358,110058,New Delhi,Delhi,India,Movie Theater,Movie Theater,Movie Theaters,3
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Movie Theater,PVR ECX,28.56728414,77.3209056,DLF Mall of India,DLF Mall of India,,DLF Mall of India,5898cf4bbf1a6d219a399052,,New Delhi,Delhi,India,Cineplex,Multiplex,Multiplexes,22
